"datetime","module","tags","metrics"
"2026-08-07 00:00:00+02","zbx_cpu","{}","{""idle.pct"": 85.8, ""switches"": 7763.47, ""user.pct"": 7.76, ""util.pct"": 14.2, ""interrupts"": 14645.75, ""iowait.pct"": 2.37, ""system.pct"": 3.06}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1977380864, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520738840576, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:00:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:00:00+02","zbx_memory","{}","{""util.pct"": 33.4, ""avail.pct"": 66.6, ""avail.bytes"": 39246557184, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.31, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19666348}"
"2026-08-07 00:00:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11317983, ""load_avg_1"": 0.77, ""load_avg_5"": 0.29, ""proc_count"": 666, ""load_avg_15"": 0.25, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:01:00+02","zbx_cpu","{}","{""idle.pct"": 86.15, ""switches"": 7482, ""user.pct"": 7.55, ""util.pct"": 13.85, ""interrupts"": 14013.74, ""iowait.pct"": 2.25, ""system.pct"": 3.19}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520811827200, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1978511360, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:01:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:01:00+02","zbx_memory","{}","{""util.pct"": 33.8, ""avail.pct"": 66.2, ""avail.bytes"": 38926012416, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.49, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19755928}"
"2026-08-07 00:01:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318042, ""load_avg_1"": 1.33, ""load_avg_5"": 0.54, ""proc_count"": 670, ""load_avg_15"": 0.34, ""proc_running"": 4, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:02:00+02","zbx_cpu","{}","{""idle.pct"": 92.88, ""switches"": 4526.2, ""user.pct"": 4.24, ""util.pct"": 7.12, ""interrupts"": 7837.29, ""iowait.pct"": 0.82, ""system.pct"": 1.52}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520876904448, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1978867712, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:02:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:02:00+02","zbx_memory","{}","{""util.pct"": 33.8, ""avail.pct"": 66.2, ""avail.bytes"": 38857867264, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.45, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19739176}"
"2026-08-07 00:02:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318102, ""load_avg_1"": 0.7, ""load_avg_5"": 0.53, ""proc_count"": 664, ""load_avg_15"": 0.35, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:03:00+02","zbx_cpu","{}","{""idle.pct"": 97.78, ""switches"": 1285.63, ""user.pct"": 1.26, ""util.pct"": 2.22, ""interrupts"": 2331.51, ""iowait.pct"": 0.18, ""system.pct"": 0.56}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520876544000, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:03:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979105280, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:03:00+02","zbx_memory","{}","{""util.pct"": 33.8, ""avail.pct"": 66.2, ""avail.bytes"": 38898384896, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.36, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19692348}"
"2026-08-07 00:03:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318163, ""load_avg_1"": 0.34, ""load_avg_5"": 0.46, ""proc_count"": 658, ""load_avg_15"": 0.34, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:04:00+02","zbx_cpu","{}","{""idle.pct"": 97.88, ""switches"": 1297.08, ""user.pct"": 1.23, ""util.pct"": 2.12, ""interrupts"": 2379.35, ""iowait.pct"": 0.17, ""system.pct"": 0.5}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520876294144, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979273216, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:04:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:04:00+02","zbx_memory","{}","{""util.pct"": 33.7, ""avail.pct"": 66.3, ""avail.bytes"": 38849118208, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.38, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19704116}"
"2026-08-07 00:04:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318222, ""load_avg_1"": 0.12, ""load_avg_5"": 0.37, ""proc_count"": 656, ""load_avg_15"": 0.32, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:05:00+02","zbx_cpu","{}","{""idle.pct"": 98.06, ""switches"": 1098.39, ""user.pct"": 1.09, ""util.pct"": 1.94, ""interrupts"": 2135.1, ""iowait.pct"": 0.12, ""system.pct"": 0.53}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979490304, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520876408832, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:05:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:05:00+02","zbx_memory","{}","{""util.pct"": 33.8, ""avail.pct"": 66.2, ""avail.bytes"": 38844231680, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.37, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19698740}"
"2026-08-07 00:05:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318282, ""load_avg_1"": 0.14, ""load_avg_5"": 0.33, ""proc_count"": 656, ""load_avg_15"": 0.3, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:06:00+02","zbx_cpu","{}","{""idle.pct"": 97.46, ""switches"": 1512.72, ""user.pct"": 1.42, ""util.pct"": 2.54, ""interrupts"": 2765.56, ""iowait.pct"": 0.2, ""system.pct"": 0.68}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.1, ""used.bytes"": 1980084224, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:06:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520881020928, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:06:00+02","zbx_memory","{}","{""util.pct"": 33.8, ""avail.pct"": 66.2, ""avail.bytes"": 38844297216, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.39, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19706728}"
"2026-08-07 00:06:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318343, ""load_avg_1"": 0.14, ""load_avg_5"": 0.3, ""proc_count"": 658, ""load_avg_15"": 0.29, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:07:00+02","zbx_cpu","{}","{""idle.pct"": 97.69, ""switches"": 1289.98, ""user.pct"": 1.38, ""util.pct"": 2.31, ""interrupts"": 2294.55, ""iowait.pct"": 0.18, ""system.pct"": 0.54}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979146240, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520881262592, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:07:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:07:00+02","zbx_memory","{}","{""util.pct"": 33.9, ""avail.pct"": 66.1, ""avail.bytes"": 38829449216, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.39, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19705904}"
"2026-08-07 00:07:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318402, ""load_avg_1"": 0.2, ""load_avg_5"": 0.28, ""proc_count"": 660, ""load_avg_15"": 0.28, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:08:00+02","zbx_cpu","{}","{""idle.pct"": 97.7, ""switches"": 1473.39, ""user.pct"": 1.35, ""util.pct"": 2.3, ""interrupts"": 2463.24, ""iowait.pct"": 0.2, ""system.pct"": 0.53}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520881471488, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979379712, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:08:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:08:00+02","zbx_memory","{}","{""util.pct"": 33.9, ""avail.pct"": 66.1, ""avail.bytes"": 38871867392, ""total.bytes"": 58697945088, ""max_committed.pct"": 38.4, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19711260}"
"2026-08-07 00:08:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318463, ""load_avg_1"": 0.13, ""load_avg_5"": 0.25, ""proc_count"": 663, ""load_avg_15"": 0.27, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:09:00+02","zbx_cpu","{}","{""idle.pct"": 97.38, ""switches"": 2034.17, ""user.pct"": 1.5, ""util.pct"": 2.62, ""interrupts"": 3108.44, ""iowait.pct"": 0.26, ""system.pct"": 0.62}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520881901568, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979613184, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:09:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:09:00+02","zbx_memory","{}","{""util.pct"": 32.9, ""avail.pct"": 67.1, ""avail.bytes"": 39366189056, ""total.bytes"": 58697945088, ""max_committed.pct"": 37.31, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19151280}"
"2026-08-07 00:09:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318523, ""load_avg_1"": 0.15, ""load_avg_5"": 0.25, ""proc_count"": 606, ""load_avg_15"": 0.27, ""proc_running"": 1, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:10:00+02","zbx_cpu","{}","{""idle.pct"": 97.8, ""switches"": 1532.23, ""user.pct"": 1.33, ""util.pct"": 2.2, ""interrupts"": 2511.35, ""iowait.pct"": 0.2, ""system.pct"": 0.49}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.3, ""used.bytes"": 1520881782784, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25, ""used.bytes"": 1979834368, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 00:10:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 00:10:00+02","zbx_memory","{}","{""util.pct"": 32.9, ""avail.pct"": 67.1, ""avail.bytes"": 39387414528, ""total.bytes"": 58697945088, ""max_committed.pct"": 37.25, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 19122964}"
"2026-08-07 00:10:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11318582, ""load_avg_1"": 0.05, ""load_avg_5"": 0.2, ""proc_count"": 602, ""load_avg_15"": 0.25, ""proc_running"": 2, ""swap_free.pct"": 63.62, ""swap_used.pct"": 36.38, ""swap_free.bytes"": 1699704832, ""swap_total.bytes"": 2671763456}"
"2026-08-07 00:11:00+02","zbx_cpu","{}","{""idle.pct"": 95.46, ""switches"": 2798.47, ""user.pct"": 2.59, ""util.pct"": 4.54, ""interrupts"": 5178.81, ""iowait.pct"": 0.55, ""system.pct"": 1.07}"
"2026-08-07 00:11:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 00:11:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 00:11:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
