"datetime","module","tags","metrics"
"2026-08-07 05:01:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336058, ""load_avg_1"": 0.03, ""load_avg_5"": 0.04, ""proc_count"": 540, ""load_avg_15"": 0.14, ""proc_running"": 1, ""swap_free.pct"": 52.64, ""swap_used.pct"": 47.36, ""swap_free.bytes"": 1406300160, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:02:00+02","zbx_cpu","{}","{""idle.pct"": 98.91, ""switches"": 747.77, ""user.pct"": 0.7, ""util.pct"": 1.09, ""interrupts"": 1192.28, ""iowait.pct"": 0.03, ""system.pct"": 0.26}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1997848576, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1523014819840, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:02:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:02:00+02","zbx_memory","{}","{""util.pct"": 29.8, ""avail.pct"": 70.2, ""avail.bytes"": 41204092928, ""total.bytes"": 58697945088, ""max_committed.pct"": 35.62, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18283972}"
"2026-08-07 05:02:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336119, ""load_avg_1"": 0.01, ""load_avg_5"": 0.03, ""proc_count"": 540, ""load_avg_15"": 0.13, ""proc_running"": 1, ""swap_free.pct"": 52.64, ""swap_used.pct"": 47.36, ""swap_free.bytes"": 1406300160, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:03:00+02","zbx_cpu","{}","{""idle.pct"": 98.66, ""switches"": 961.25, ""user.pct"": 0.82, ""util.pct"": 1.34, ""interrupts"": 1526.1, ""iowait.pct"": 0.07, ""system.pct"": 0.32}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1998041088, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522964582400, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:03:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:03:00+02","zbx_memory","{}","{""util.pct"": 29.8, ""avail.pct"": 70.2, ""avail.bytes"": 41205350400, ""total.bytes"": 58697945088, ""max_committed.pct"": 35.62, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18287300}"
"2026-08-07 05:03:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336179, ""load_avg_1"": 0.05, ""load_avg_5"": 0.03, ""proc_count"": 541, ""load_avg_15"": 0.12, ""proc_running"": 2, ""swap_free.pct"": 52.64, ""swap_used.pct"": 47.36, ""swap_free.bytes"": 1406300160, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:04:00+02","zbx_cpu","{}","{""idle.pct"": 98.96, ""switches"": 781.19, ""user.pct"": 0.66, ""util.pct"": 1.04, ""interrupts"": 1188.82, ""iowait.pct"": 0.02, ""system.pct"": 0.25}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522964602880, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:04:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1998159872, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:04:00+02","zbx_memory","{}","{""util.pct"": 29.8, ""avail.pct"": 70.2, ""avail.bytes"": 41195110400, ""total.bytes"": 58697945088, ""max_committed.pct"": 35.63, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18290996}"
"2026-08-07 05:04:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336238, ""load_avg_1"": 0.07, ""load_avg_5"": 0.04, ""proc_count"": 541, ""load_avg_15"": 0.12, ""proc_running"": 1, ""swap_free.pct"": 52.64, ""swap_used.pct"": 47.36, ""swap_free.bytes"": 1406300160, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:05:00+02","zbx_cpu","{}","{""idle.pct"": 98.8, ""switches"": 852.06, ""user.pct"": 0.74, ""util.pct"": 1.2, ""interrupts"": 1347.47, ""iowait.pct"": 0.05, ""system.pct"": 0.29}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1998327808, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522964578304, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:05:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:05:00+02","zbx_memory","{}","{""util.pct"": 29.9, ""avail.pct"": 70.1, ""avail.bytes"": 41177088000, ""total.bytes"": 58697945088, ""max_committed.pct"": 35.65, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18298520}"
"2026-08-07 05:05:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336299, ""load_avg_1"": 0.31, ""load_avg_5"": 0.11, ""proc_count"": 540, ""load_avg_15"": 0.13, ""proc_running"": 1, ""swap_free.pct"": 52.64, ""swap_used.pct"": 47.36, ""swap_free.bytes"": 1406300160, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:06:00+02","zbx_cpu","{}","{""idle.pct"": 98.53, ""switches"": 977.4, ""user.pct"": 0.9, ""util.pct"": 1.47, ""interrupts"": 1542.89, ""iowait.pct"": 0.05, ""system.pct"": 0.39}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522969182208, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1998917632, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:06:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:06:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41061335040, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.27, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18617920}"
"2026-08-07 05:06:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336359, ""load_avg_1"": 0.11, ""load_avg_5"": 0.09, ""proc_count"": 585, ""load_avg_15"": 0.12, ""proc_running"": 1, ""swap_free.pct"": 52.64, ""swap_used.pct"": 47.36, ""swap_free.bytes"": 1406300160, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:07:00+02","zbx_cpu","{}","{""idle.pct"": 98.93, ""switches"": 754.49, ""user.pct"": 0.67, ""util.pct"": 1.07, ""interrupts"": 1203.49, ""iowait.pct"": 0.02, ""system.pct"": 0.28}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1999081472, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:07:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522969194496, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:07:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41099411456, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.25, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18610484}"
"2026-08-07 05:07:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336418, ""load_avg_1"": 0.04, ""load_avg_5"": 0.07, ""proc_count"": 585, ""load_avg_15"": 0.11, ""proc_running"": 1, ""swap_free.pct"": 52.65, ""swap_used.pct"": 47.35, ""swap_free.bytes"": 1406562304, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:08:00+02","zbx_cpu","{}","{""idle.pct"": 98.86, ""switches"": 825.98, ""user.pct"": 0.71, ""util.pct"": 1.14, ""interrupts"": 1303.35, ""iowait.pct"": 0.04, ""system.pct"": 0.28}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522918940672, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1999265792, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:08:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:08:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41031094272, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.29, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18630728}"
"2026-08-07 05:08:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336479, ""load_avg_1"": 0.01, ""load_avg_5"": 0.05, ""proc_count"": 585, ""load_avg_15"": 0.1, ""proc_running"": 1, ""swap_free.pct"": 52.65, ""swap_used.pct"": 47.35, ""swap_free.bytes"": 1406562304, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:09:00+02","zbx_cpu","{}","{""idle.pct"": 99, ""switches"": 730.27, ""user.pct"": 0.65, ""util.pct"": 1, ""interrupts"": 1148.62, ""iowait.pct"": 0.02, ""system.pct"": 0.24}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522918977536, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:09:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1999384576, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:09:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41007009792, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.3, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18632176}"
"2026-08-07 05:09:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336539, ""load_avg_1"": 0, ""load_avg_5"": 0.04, ""proc_count"": 583, ""load_avg_15"": 0.09, ""proc_running"": 1, ""swap_free.pct"": 52.65, ""swap_used.pct"": 47.35, ""swap_free.bytes"": 1406562304, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:10:00+02","zbx_cpu","{}","{""idle.pct"": 98.97, ""switches"": 734.49, ""user.pct"": 0.65, ""util.pct"": 1.03, ""interrupts"": 1130.51, ""iowait.pct"": 0.01, ""system.pct"": 0.26}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 1999560704, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522919030784, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:10:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:10:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41020526592, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.3, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18634236}"
"2026-08-07 05:10:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336598, ""load_avg_1"": 0, ""load_avg_5"": 0.03, ""proc_count"": 584, ""load_avg_15"": 0.08, ""proc_running"": 1, ""swap_free.pct"": 52.65, ""swap_used.pct"": 47.35, ""swap_free.bytes"": 1406562304, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:11:00+02","zbx_cpu","{}","{""idle.pct"": 98.44, ""switches"": 965.27, ""user.pct"": 0.98, ""util.pct"": 1.56, ""interrupts"": 1540.73, ""iowait.pct"": 0.04, ""system.pct"": 0.4}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522923716608, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:11:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 2000138240, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:11:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41050771456, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.28, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18626028}"
"2026-08-07 05:11:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336658, ""load_avg_1"": 0.06, ""load_avg_5"": 0.04, ""proc_count"": 584, ""load_avg_15"": 0.08, ""proc_running"": 1, ""swap_free.pct"": 52.65, ""swap_used.pct"": 47.35, ""swap_free.bytes"": 1406562304, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:12:00+02","zbx_cpu","{}","{""idle.pct"": 98.96, ""switches"": 756.67, ""user.pct"": 0.66, ""util.pct"": 1.04, ""interrupts"": 1187.16, ""iowait.pct"": 0.03, ""system.pct"": 0.24}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/boot""}","{""used.pct"": 53.4, ""used.bytes"": 507863040, ""total.bytes"": 1020702720, ""inodes_used.pct"": 1}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/usr""}","{""used.pct"": 58.4, ""used.bytes"": 2283241472, ""total.bytes"": 4143677440, ""inodes_used.pct"": 21.1}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/var""}","{""used.pct"": 25.3, ""used.bytes"": 2000236544, ""total.bytes"": 8350298112, ""inodes_used.pct"": 0.6}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/tmp""}","{""used.pct"": 0, ""used.bytes"": 258048, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/opt""}","{""used.pct"": 12.4, ""used.bytes"": 237080576, ""total.bytes"": 2040373248, ""inodes_used.pct"": 0.1}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/""}","{""used.pct"": 28.8, ""used.bytes"": 552185856, ""total.bytes"": 2040373248, ""inodes_used.pct"": 1.1}"
"2026-08-07 05:12:00+02","zbx_filesystem","{""path"": ""/pg_data/pAMK""}","{""used.pct"": 43.4, ""used.bytes"": 1522923757568, ""total.bytes"": 3697936982016, ""inodes_used.pct"": 0}"
"2026-08-07 05:12:00+02","zbx_memory","{}","{""util.pct"": 30.1, ""avail.pct"": 69.9, ""avail.bytes"": 41054187520, ""total.bytes"": 58697945088, ""max_committed.pct"": 36.28, ""commit_limit.kbytes"": 51333024, ""committed_as.kbytes"": 18625580}"
"2026-08-07 05:12:00+02","zbx_system","{}","{""users"": 0, ""uptime"": 11336719, ""load_avg_1"": 0.08, ""load_avg_5"": 0.04, ""proc_count"": 583, ""load_avg_15"": 0.08, ""proc_running"": 1, ""swap_free.pct"": 52.65, ""swap_used.pct"": 47.35, ""swap_free.bytes"": 1406562304, ""swap_total.bytes"": 2671763456}"
"2026-08-07 05:13:00+02","zbx_cpu","{}","{""idle.pct"": 98.77, ""switches"": 873.74, ""user.pct"": 0.76, ""util.pct"": 1.23, ""interrupts"": 1406.11, ""iowait.pct"": 0.04, ""system.pct"": 0.31}"
"2026-08-07 05:13:00+02","zbx_filesystem","{""path"": ""/home""}","{""used.pct"": 0, ""used.bytes"": 352256, ""total.bytes"": 4143677440, ""inodes_used.pct"": 0}"
